gena	genb	mut.info
532	AURKA	STK4	0.0370068385759206
533	AURKA	SYK	0.0349362394224189
534	AURKA	TBK1	-0.00527179588597537
535	AURKA	TTK	0.0179118573863581
536	AURKA	ULK1	0.0609680711215654
537	AURKA	VRK1	0.00618839098391444
538	AURKB	BMX	-0.00418106056138257
539	AURKB	BRAF	0.00792900379542782
540	AURKB	BTK	0.0162813248805147
541	AURKB	CAMK1	0.0268612790222651
542	AURKB	CAMK2A	-0.0243867609504944
543	AURKB	CAMK2D	0.0236565594954055
544	AURKB	CDC7	-0.00432426184288648
545	AURKB	CDK1	0.0628175779032425
546	AURKB	CDK2	-0.00474667254535088
547	AURKB	CDK4	0.0412576465965993
548	AURKB	CDK5	0.0219885805664894
549	AURKB	CDK7	0.0113730039501672
550	AURKB	CDK9	-0.0285941484432968
551	AURKB	CHEK1	0.0570193632215643
552	AURKB	CHEK2	0.0483449115840884
553	AURKB	CHUK	-0.00523616627895951
554	AURKB	CSNK1A1	0.0167557262571147
555	AURKB	CSNK1D	-0.0264949278817213
556	AURKB	CSNK2A1	-0.0393297983265235
557	AURKB	DAPK1	0.0228056843234228
558	AURKB	DYRK1A	-0.0137093889313569
559	AURKB	DYRK2	0.0346021811927661
560	AURKB	EGFR	-0.00550270377013184
561	AURKB	ERBB2	0.0288074284943907
562	AURKB	FER	0.00880408274126943
563	AURKB	FYN	-0.000370732490050152
564	AURKB	GRK4	-0.0400126937403176
565	AURKB	GSK3B	0.00333688229711893
566	AURKB	HCK	0.0195010051168305
567	AURKB	IKBKB	0.105075589680059
568	AURKB	INSR	-0.00318742499094515
569	AURKB	IRAK1	0.0156863871578734
570	AURKB	JAK2	0.00993882152807046
571	AURKB	LATS1	-0.0345721585563119
572	AURKB	LCK	-0.00419415139658952
573	AURKB	LYN	0.00505625761561213
574	AURKB	MAP2K1	0.0756930886400982
575	AURKB	MAP2K4	0.0370131701372474
576	AURKB	MAP3K5	0.017563653516615
577	AURKB	MAP3K7	-0.0552460470674037
578	AURKB	MAP3K8	0.0423666756276635
579	AURKB	MAPK1	0.0456392642006911
580	AURKB	MAPK11	-0.0133744016179262
581	AURKB	MAPK14	-6.78893040868545e-05
582	AURKB	MAPK7	0.0275013221676872
583	AURKB	MAPK8	0.0106724359422037
584	AURKB	MAPKAPK2	0.0865015721659939
585	AURKB	MARK2	-0.0236498406165717
586	AURKB	MELK	-0.01022238372774
587	AURKB	MET	-0.0205064070102452
